respondent_id,h1n1_vaccine,seasonal_vaccine
40239,0.48,0.11
40240,0.53,0.47
40241,0.38,0.83
40242,0.14,0.68
40243,0.08,0.49
40244,0.13,0.48
40245,0.03,0.05
40246,0.14,0.38
40247,0.24,0.45
40248,0.17,0.37
40249,0.19,1.01
40250,0.41,0.84
40251,0.05,0.1
40252,0.6,0.86
40253,0.08,0.16
40254,0.03,0.38
40255,0.03,0.12
40256,0.25,0.42
40257,0.38,0.6
40258,0.16,0.66
40259,0.08,0.14
40260,0.43,0.77
40261,0.2,0.47
40262,0.19,0.56
40263,0.89,1.12
40264,0.21,0.3
40265,0.05,0.42
40266,0.22,0.43
40267,0.02,0.57
40268,0.01,0.07
40269,0.65,0.77
40270,0.29,0.3
40271,0.08,0.02
40272,0.64,0.73
40273,0.2,0.56
40274,0.5,0.71
40275,0.28,0.23
40276,0.11,0.83
40277,0.3,0.58
40278,0.52,0.25
40279,0.72,1.06
40280,0.6,0.69
40281,0.34,0.19
40282,0.18,0.46
40283,0.13,0.37
40284,0.15,0.32
40285,0.01,0.01
40286,0.16,0.44
40287,0.24,0.42
40288,0.18,0.32
40289,0.26,0.61
40290,0.1,0.83
40291,0.15,0.85
40292,0.02,0.2
40293,0.06,0.7
40294,0.07,0.37
40295,0.09,0.28
40296,0.01,0.0
40297,0.16,0.24
40298,0.35,0.03
40299,0.02,0.28
40300,0.22,0.32
40301,0.42,0.47
40302,0.31,0.62
40303,0.12,0.03
40304,0.09,0.38
40305,0.03,0.2
40306,0.03,0.32
40307,0.38,0.71
40308,0.4,0.93
40309,0.21,0.4
40310,0.02,0.2
40311,0.18,0.21
40312,0.11,0.25
40313,0.02,0.19
40314,0.12,0.89
40315,0.02,0.27
40316,0.04,0.66
40317,0.17,0.3
40318,0.09,0.2
40319,0.22,0.62
40320,0.08,0.19
40321,0.25,0.18
40322,0.16,0.38
40323,0.02,0.2
40324,0.01,0.29
40325,0.08,0.63
40326,0.13,0.12
40327,0.03,0.03
40328,0.32,0.5
40329,0.18,0.37
40330,0.48,0.68
40331,0.13,0.48
40332,0.01,0.24
40333,0.65,0.18
40334,0.02,0.48
40335,0.38,0.79
40336,0.28,0.29
40337,0.23,0.97
40338,0.2,0.72
40339,0.33,0.52
40340,0.2,0.88
40341,0.44,0.77
40342,0.14,0.23
40343,0.13,0.48
40344,0.54,0.77
40345,0.06,0.29
40346,0.54,0.81
40347,0.72,0.51
40348,0.01,0.36
40349,0.58,0.87
40350,0.17,0.25
40351,0.34,0.82
40352,0.17,0.87
40353,0.18,0.32
40354,0.26,0.45
40355,0.18,0.22
40356,0.14,0.31
40357,0.02,0.03
40358,0.62,0.32
40359,0.03,0.66
40360,0.17,0.07
40361,0.31,0.63
40362,0.08,0.14
40363,0.2,0.14
40364,0.1,0.84
40365,0.54,0.33
40366,0.36,0.35
40367,0.09,0.5
40368,0.28,0.6
40369,0.34,0.47
40370,0.42,0.7
40371,0.09,0.3
40372,0.18,0.3
40373,0.03,0.18
40374,0.12,1.12
40375,0.03,0.6
40376,0.19,0.52
40377,0.72,0.81
40378,0.32,0.56
40379,0.15,0.47
40380,0.1,0.13
40381,0.1,0.6
40382,0.09,0.29
40383,0.16,0.4
40384,0.2,0.34
40385,0.03,0.3
40386,0.0,0.42
40387,0.21,0.4
40388,0.38,0.33
40389,0.73,0.97
40390,0.16,0.36
40391,0.41,1.04
40392,0.03,0.29
40393,0.68,0.98
40394,0.1,0.29
40395,0.03,0.61
40396,0.56,0.8
40397,0.09,0.14
40398,0.37,0.7
40399,0.27,0.64
40400,0.19,0.43
40401,0.23,0.46
40402,0.07,0.11
40403,0.09,0.26
40404,0.09,0.21
40405,0.11,0.78
40406,0.47,0.86
40407,0.37,0.6
40408,0.04,0.35
40409,0.42,0.55
40410,0.17,0.49
40411,0.44,0.5
40412,0.17,0.52
40413,0.1,0.43
40414,0.29,0.77
40415,0.03,0.11
40416,0.11,0.34
40417,0.05,0.13
40418,0.02,0.2
40419,0.13,0.24
40420,0.03,0.64
40421,0.25,0.58
40422,0.66,0.74
40423,0.53,0.51
40424,0.16,0.11
40425,0.16,0.51
40426,0.27,0.49
40427,0.0,0.16
40428,0.38,0.35
40429,0.68,1.0
40430,0.65,1.02
40431,0.1,0.06
40432,0.15,0.26
40433,0.0,0.24
40434,0.13,0.22
40435,0.18,0.91
40436,0.25,0.32
40437,0.27,0.85
40438,0.37,0.64
40439,0.03,0.62
40440,0.04,0.4
40441,0.72,0.43
40442,0.2,0.35
40443,0.02,0.35
40444,0.2,0.28
40445,0.4,0.56
40446,0.26,0.41
40447,0.32,0.36
40448,0.19,0.42
40449,0.17,0.89
40450,0.16,0.25
40451,0.48,0.69
40452,0.16,0.34
40453,0.74,0.89
40454,0.08,0.01
40455,0.67,0.7
40456,0.25,0.33
40457,0.01,0.54
40458,0.02,0.12
40459,0.84,1.0
40460,0.0,0.7
40461,0.11,0.22
40462,0.42,0.6
40463,0.06,0.78
40464,0.1,0.42
40465,0.14,0.16
40466,0.01,0.24
40467,0.12,0.01
40468,0.24,0.71
40469,0.02,0.37
40470,0.01,0.53
40471,0.19,0.46
40472,0.07,0.25
40473,0.01,0.25
40474,0.14,0.45
40475,0.0,0.23
40476,0.01,0.01
40477,0.5,0.6
40478,0.15,0.38
40479,0.07,0.09
40480,0.46,0.68
40481,0.03,0.13
40482,0.72,0.46
40483,0.05,0.21
40484,0.75,1.07
40485,0.12,0.51
40486,0.1,0.13
40487,0.26,0.65
40488,0.45,0.71
40489,0.47,0.57
40490,0.24,0.44
40491,0.27,0.59
40492,0.32,0.68
40493,0.11,0.41
40494,0.12,0.03
40495,0.34,0.77
40496,0.33,0.75
40497,0.17,0.63
40498,0.11,0.31
40499,0.2,0.37
40500,0.14,0.18
40501,0.22,0.7
40502,0.13,0.22
40503,0.19,0.87
40504,0.13,0.26
40505,0.02,0.27
40506,0.17,0.71
40507,0.14,0.49
40508,0.55,0.65
40509,0.04,0.29
40510,0.12,1.0
40511,0.44,0.73
40512,0.53,0.78
40513,0.14,0.1
40514,0.05,1.03
40515,0.2,0.64
40516,0.33,0.78
40517,0.03,0.3
40518,0.03,0.09
40519,0.33,0.24
40520,0.68,0.95
40521,0.61,0.83
40522,0.17,0.53
40523,0.15,0.5
40524,0.05,0.3
40525,0.7,0.87
40526,0.25,0.44
40527,0.56,0.76
40528,0.02,0.22
40529,0.36,0.24
40530,0.14,0.04
40531,0.1,0.42
40532,0.04,0.07
40533,0.59,0.98
40534,0.24,0.37
40535,0.38,0.47
40536,0.13,0.22
40537,0.14,0.18
40538,0.05,0.86
40539,0.07,0.47
40540,0.39,0.64
40541,0.15,0.89
40542,0.06,0.17
40543,0.02,0.06
40544,0.06,0.23
40545,0.22,0.78
40546,0.16,0.28
40547,0.27,0.41
40548,0.06,0.2
40549,0.1,0.69
40550,0.02,0.21
40551,0.29,0.31
40552,0.11,0.36
40553,0.19,0.24
40554,0.73,0.63
40555,0.02,0.36
40556,0.12,0.25
40557,0.24,0.52
40558,0.59,0.75
40559,0.28,0.69
40560,0.26,0.76
40561,0.17,0.6
40562,0.27,0.18
40563,0.02,0.27
40564,0.46,0.57
40565,0.7,0.38
40566,0.03,0.08
40567,0.48,0.79
40568,0.2,0.21
40569,0.27,1.08
40570,0.52,0.44
40571,0.03,0.77
40572,0.14,0.7
40573,0.04,0.43
40574,0.07,0.78
40575,0.73,0.42
40576,0.04,0.09
40577,0.27,0.29
40578,0.41,0.07
40579,0.12,0.37
40580,0.16,0.41
40581,0.37,0.35
40582,0.33,0.68
40583,0.15,0.3
40584,0.37,0.51
40585,0.21,0.24
40586,0.02,0.22
40587,0.3,0.47
40588,0.19,0.57
40589,0.23,0.59
40590,0.18,0.83
40591,0.17,0.92
40592,0.32,0.51
40593,0.15,0.42
40594,0.07,0.22
40595,0.35,1.02
40596,0.08,0.75
40597,0.01,0.9
40598,0.13,0.35
40599,0.0,0.33
40600,0.25,0.45
40601,0.07,0.39
40602,0.18,0.34
40603,0.17,0.35
40604,0.58,0.07
40605,0.6,0.47
40606,0.56,0.72
40607,0.15,0.49
40608,0.13,0.25
40609,0.11,0.0
40610,0.24,0.36
40611,0.17,0.36
40612,0.16,0.5
40613,0.5,0.62
40614,0.03,0.05
40615,0.04,0.07
40616,0.09,0.17
40617,0.1,0.81
40618,0.02,0.13
40619,0.43,0.82
40620,0.64,0.77
40621,0.18,0.35
40622,0.05,0.22
40623,0.11,0.71
40624,0.68,0.83
40625,0.07,0.64
40626,0.08,0.14
40627,0.29,0.61
40628,0.14,0.1
40629,0.07,0.31
40630,0.13,0.08
40631,0.1,0.4
40632,0.42,0.51
40633,0.03,0.45
40634,0.26,0.47
40635,0.17,0.95
40636,0.19,0.58
40637,0.55,0.68
40638,0.1,0.7
40639,0.11,0.37
40640,0.04,0.39
40641,0.01,0.31
40642,0.21,0.29
40643,0.27,0.44
40644,0.04,0.32
40645,0.13,0.29
40646,0.36,0.65
40647,0.54,0.82
40648,0.21,0.7
40649,0.12,0.86
40650,0.43,0.72
40651,0.31,0.74
40652,0.46,0.56
40653,0.14,0.37
40654,0.17,0.34
40655,0.25,0.35
40656,0.2,0.3
40657,0.42,0.64
40658,0.19,0.65
40659,0.1,0.25
40660,0.17,0.31
40661,0.16,0.22
40662,0.67,0.83
40663,0.62,0.76
40664,0.38,0.49
40665,0.24,0.31
40666,0.25,0.48
40667,0.39,0.55
40668,0.12,0.05
40669,0.1,0.21
40670,0.03,0.42
40671,0.29,0.44
40672,0.6,0.79
40673,0.29,0.49
40674,0.05,0.06
40675,0.67,0.84
40676,0.04,0.23
40677,0.03,0.49
40678,0.35,0.03
40679,0.15,0.42
40680,0.04,0.43
40681,0.12,0.78
40682,0.38,0.7
40683,0.0,0.23
40684,0.06,0.3
40685,0.06,0.62
40686,0.01,0.9
40687,0.44,0.67
40688,0.35,0.53
40689,0.66,0.78
40690,0.13,0.44
40691,0.06,0.15
40692,0.39,0.54
40693,0.01,0.69
40694,0.09,1.04
40695,0.0,0.35
40696,0.14,0.03
40697,0.32,0.5
40698,0.27,0.75
40699,0.59,1.01
40700,0.39,0.53
40701,0.66,0.9
40702,0.36,0.14
40703,0.24,0.55
40704,0.69,1.1
40705,0.22,0.34
40706,0.05,0.16
40707,0.55,0.92
40708,0.6,0.86
40709,0.2,0.37
40710,0.79,0.45
40711,0.07,1.0
40712,0.13,0.08
40713,0.19,0.53
40714,0.13,0.18
40715,0.82,0.85
40716,0.01,0.5
40717,0.35,0.47
40718,0.13,0.78
40719,0.02,0.25
40720,0.17,0.42
40721,0.29,0.84
40722,0.14,0.54
40723,0.11,0.13
40724,0.16,0.56
40725,0.17,0.42
40726,0.29,0.32
40727,0.04,0.33
40728,0.05,0.35
40729,0.11,0.25
40730,0.01,0.04
40731,0.19,0.41
40732,0.02,0.02
40733,0.06,1.04
40734,0.25,0.3
40735,0.24,0.68
40736,0.26,0.46
40737,0.09,0.15
40738,0.25,0.92
40739,0.0,0.11
40740,0.0,0.19
40741,0.05,0.07
40742,0.19,0.35
40743,0.41,0.8
40744,0.19,0.62
40745,0.11,0.9
40746,0.05,0.17
40747,0.13,0.39
40748,0.25,0.67
40749,0.32,0.45
40750,0.26,0.13
40751,0.11,1.0
40752,0.25,0.39
40753,0.48,0.74
40754,0.04,0.15
40755,0.18,0.88
40756,0.31,0.41
40757,0.19,0.52
40758,0.43,0.69
40759,0.23,0.39
40760,0.04,0.66
40761,0.58,0.75
40762,0.05,0.27
40763,0.08,0.23
40764,0.01,0.02
40765,0.28,0.62
40766,0.65,0.73
40767,0.14,0.08
40768,0.15,0.46
40769,0.13,0.21
40770,0.14,0.01
40771,0.13,0.37
40772,0.79,0.8
40773,0.08,0.47
40774,0.04,0.28
40775,0.17,0.18
40776,0.3,0.48
40777,0.45,0.7
40778,0.16,0.07
40779,0.02,0.6
40780,0.02,0.77
40781,0.47,0.87
40782,0.44,0.55
40783,0.01,0.09
40784,0.09,0.21
40785,0.19,0.61
40786,0.12,0.51
40787,0.1,0.25
40788,0.07,0.23
40789,0.1,0.25
40790,0.15,0.87
40791,0.05,0.27
40792,0.25,0.47
40793,0.42,0.12
40794,0.11,0.37
40795,0.31,0.24
40796,0.02,0.19
40797,0.32,0.79
40798,0.02,0.53
40799,0.83,1.01
40800,0.02,0.13
40801,0.06,0.44
40802,0.15,0.25
40803,0.38,0.47
40804,0.76,1.11
40805,0.49,0.66
40806,0.32,0.43
40807,0.18,0.28
40808,0.07,0.29
40809,0.04,0.0
40810,0.2,0.29
40811,0.14,0.84
40812,0.02,0.13
40813,0.03,0.28
40814,0.24,0.26
40815,0.2,0.35
40816,0.15,0.37
40817,0.12,0.26
40818,0.19,0.19
40819,0.18,0.73
40820,0.03,0.28
40821,0.2,0.46
40822,0.19,0.45
40823,0.52,0.73
40824,0.26,0.66
40825,0.14,0.75
40826,0.47,0.79
40827,0.05,1.02
40828,0.04,0.11
40829,0.08,0.72
40830,0.03,0.65
40831,0.34,0.51
40832,0.88,0.77
40833,0.81,0.99
40834,0.22,0.25
40835,0.18,0.51
40836,0.17,0.81
40837,0.04,0.18
40838,0.21,0.57
40839,0.17,0.39
40840,0.36,0.57
40841,0.31,0.58
40842,0.42,0.49
40843,0.27,0.5
40844,0.05,0.37
40845,0.2,0.34
40846,0.16,0.64
40847,0.54,0.64
40848,0.32,0.61
40849,0.28,1.15
40850,0.37,0.57
40851,0.17,0.39
40852,0.06,0.19
40853,0.56,0.72
40854,0.35,0.53
40855,0.05,0.73
40856,0.01,0.56
40857,0.38,0.65
40858,0.22,0.37
40859,0.29,0.39
40860,0.75,0.91
40861,0.03,0.3
40862,0.16,0.38
40863,0.18,0.43
40864,0.16,0.51
40865,0.04,0.17
40866,0.06,0.82
40867,0.09,0.6
40868,0.13,0.34
40869,0.06,0.45
40870,0.03,0.11
40871,0.36,0.62
40872,0.09,0.44
40873,0.69,0.67
40874,0.58,0.82
40875,0.42,0.69
40876,0.71,0.83
40877,0.33,0.63
40878,0.07,0.34
40879,0.13,0.93
40880,0.51,0.95
40881,0.02,0.56
40882,0.49,0.82
40883,0.52,0.64
40884,0.01,0.34
40885,0.14,0.68
40886,0.11,0.26
40887,0.01,0.72
40888,0.2,0.81
40889,0.08,0.98
40890,0.25,0.37
40891,0.04,0.37
40892,0.17,0.17
40893,0.46,0.73
40894,0.16,0.22
40895,0.45,0.55
40896,0.18,0.39
40897,0.48,0.63
40898,0.5,0.76
40899,0.22,0.69
40900,0.1,0.35
40901,0.42,0.48
40902,0.31,0.63
40903,0.03,0.16
40904,0.22,0.43
40905,0.39,0.9
40906,0.55,0.67
40907,0.54,0.35
40908,0.26,0.91
40909,0.16,0.36
40910,0.68,0.49
40911,0.02,0.69
40912,0.19,0.26
40913,0.08,0.31
40914,0.43,0.84
40915,0.19,0.44
40916,0.13,0.53
40917,0.01,0.49
40918,0.56,0.37
40919,0.59,1.03
40920,0.21,0.22
40921,0.01,0.18
40922,0.21,0.38
40923,0.24,0.43
40924,0.08,0.18
40925,0.15,0.2
40926,0.54,0.66
40927,0.16,0.29
40928,0.42,0.8
40929,0.05,0.31
40930,0.18,0.87
40931,0.25,0.5
40932,0.58,0.07
40933,0.65,0.71
40934,0.67,0.94
40935,0.2,0.43
40936,0.19,0.49
40937,0.16,0.23
40938,0.05,0.15
40939,0.15,0.84
40940,0.03,0.24
40941,0.04,0.33
40942,0.05,0.38
40943,0.1,0.03
40944,0.04,0.51
40945,0.11,0.69
40946,0.21,0.45
40947,0.21,0.24
40948,0.22,0.43
40949,0.16,0.75
40950,0.12,0.99
40951,0.58,0.94
40952,0.07,0.35
40953,0.17,0.81
40954,0.35,1.17
40955,0.22,0.45
40956,0.12,0.43
40957,0.07,0.36
40958,0.37,0.62
40959,0.03,0.16
40960,0.5,0.57
40961,0.2,0.23
40962,0.2,1.05
40963,0.14,0.11
40964,0.3,0.45
40965,0.42,0.82
40966,0.08,0.64
40967,0.02,0.2
40968,0.0,0.66
40969,0.16,0.73
40970,0.17,0.41
40971,0.02,0.39
40972,0.22,0.42
40973,0.11,0.2
40974,0.33,0.56
40975,0.4,0.71
40976,0.13,0.46
40977,0.28,0.79
40978,0.06,0.03
40979,0.61,0.77
40980,0.08,0.31
40981,0.17,0.47
40982,0.27,0.36
40983,0.28,0.43
40984,0.36,0.44
40985,0.39,0.78
40986,0.11,0.17
40987,0.53,0.85
40988,0.13,0.44
40989,0.07,0.55
40990,0.2,0.3
40991,0.01,0.13
40992,0.11,0.58
40993,0.1,0.36
40994,0.52,0.72
40995,0.07,0.0
40996,0.39,1.06
40997,0.01,0.54
40998,0.04,0.26
40999,0.17,0.31
41000,0.21,0.19
41001,0.14,0.05
41002,0.29,0.66
41003,0.09,0.78
41004,0.02,0.19
41005,0.48,0.5
41006,0.06,0.29
41007,0.41,0.74
41008,0.13,0.43
41009,0.21,0.35
41010,0.07,0.32
41011,0.38,0.56
41012,0.52,0.75
41013,0.34,0.18
41014,0.0,0.01
41015,0.2,0.71
41016,0.01,0.24
41017,0.1,0.69
41018,0.27,0.49
41019,0.13,0.36
41020,0.08,0.87
41021,0.33,0.39
41022,0.25,0.37
41023,0.15,0.82
41024,0.18,0.53
41025,0.04,0.24
41026,0.2,0.21
41027,0.56,0.83
41028,0.1,0.43
41029,0.06,0.29
41030,0.34,0.57
41031,0.69,0.73
41032,0.3,0.61
41033,0.18,0.49
41034,0.42,0.77
41035,0.06,0.71
41036,0.47,0.72
41037,0.19,0.85
41038,0.55,0.42
41039,0.17,0.24
41040,0.07,0.08
41041,0.2,0.06
41042,0.73,0.63
41043,0.1,0.24
41044,0.39,0.34
41045,0.03,0.97
41046,0.15,0.16
41047,0.28,0.36
41048,0.47,0.45
41049,0.27,0.46
41050,0.36,0.38
41051,0.39,0.99
41052,0.04,0.66
41053,0.53,0.87
41054,0.54,0.36
41055,0.06,0.19
41056,0.29,0.45
41057,0.1,0.01
41058,0.11,0.82
41059,0.23,0.02
41060,0.42,0.44
41061,0.29,0.26
41062,0.28,1.0
41063,0.21,0.29
41064,0.06,0.48
41065,0.3,0.18
41066,0.08,0.04
41067,0.14,0.6
41068,0.22,0.55
41069,0.61,0.93
41070,0.26,0.33
41071,0.2,0.3
41072,0.29,0.4
41073,0.19,0.93
41074,0.21,0.46
41075,0.06,0.3
41076,0.55,0.74
41077,0.3,0.27
41078,0.39,0.71
41079,0.0,0.26
41080,0.05,0.29
41081,0.15,0.63
41082,0.33,0.14
41083,0.19,0.46
41084,0.02,0.73
41085,0.19,0.28
41086,0.07,0.3
41087,0.33,1.09
41088,0.36,0.56
41089,0.54,0.55
41090,0.12,0.44
41091,0.69,0.93
41092,0.05,0.28
41093,0.03,0.03
41094,0.17,0.22
41095,0.19,0.43
41096,0.09,0.09
41097,0.35,0.57
41098,0.32,0.44
41099,0.01,0.34
41100,0.48,0.51
41101,0.14,0.39
41102,0.23,0.59
41103,0.02,0.2
41104,0.22,0.34
41105,0.36,0.44
41106,0.18,0.44
41107,0.66,0.75
41108,0.18,1.01
41109,0.23,0.5
41110,0.66,0.75
41111,0.02,0.73
41112,0.03,0.05
41113,0.71,0.74
41114,0.27,0.57
41115,0.32,0.72
41116,0.42,0.36
41117,0.43,0.57
41118,0.21,0.48
41119,0.14,0.43
41120,0.06,0.73
41121,0.05,0.45
41122,0.34,0.32
41123,0.2,0.1
41124,0.37,1.02
41125,0.31,0.57
41126,0.33,0.25
41127,0.43,0.54
41128,0.08,0.36
41129,0.08,0.13
41130,0.02,0.57
41131,0.2,0.42
41132,0.63,0.66
41133,0.09,0.49
41134,0.02,0.07
41135,0.21,0.06
41136,0.23,0.41
41137,0.12,0.08
41138,0.15,0.3
41139,0.38,0.43
41140,0.04,0.16
41141,0.4,0.5
41142,0.48,0.55
41143,0.25,0.61
41144,0.46,0.64
41145,0.42,0.7
41146,0.64,0.42
41147,0.11,0.37
41148,0.15,0.04
41149,0.01,0.22
41150,0.21,0.47
41151,0.09,0.77
41152,0.48,0.69
41153,0.11,0.15
41154,0.19,0.32
41155,0.32,0.59
41156,0.1,0.07
41157,0.09,0.39
41158,0.61,0.46
41159,0.27,0.44
41160,0.34,0.64
41161,0.14,0.15
41162,0.02,0.28
41163,0.25,0.37
41164,0.0,0.33
41165,0.68,0.75
41166,0.05,0.95
41167,0.21,1.07
41168,0.26,0.11
41169,0.11,0.5
41170,0.55,0.65
41171,0.54,0.88
41172,0.26,0.76
41173,0.0,0.21
41174,0.56,0.56
41175,0.03,0.53
41176,0.21,0.34
41177,0.24,0.97
41178,0.06,0.36
41179,0.05,0.22
41180,0.05,0.14
41181,0.45,0.56
41182,0.08,0.05
41183,0.14,0.28
41184,0.22,0.49
41185,0.23,0.24
41186,0.02,0.7
41187,0.13,0.04
41188,0.76,1.0
41189,0.14,0.01
41190,0.58,0.64
41191,0.77,0.64
41192,0.19,0.32
41193,0.23,1.07
41194,0.37,0.19
41195,0.1,0.22
41196,0.13,0.4
41197,0.01,0.18
41198,0.29,0.63
41199,0.29,1.04
41200,0.2,0.34
41201,0.16,0.05
41202,0.75,0.95
41203,0.71,0.53
41204,0.3,0.42
41205,0.08,0.23
41206,0.4,0.3
41207,0.05,0.18
41208,0.26,0.26
41209,0.26,0.56
41210,0.2,0.57
41211,0.07,0.51
41212,0.3,0.47
41213,0.14,0.07
41214,0.68,0.79
41215,0.14,0.53
41216,0.1,0.2
41217,0.02,0.27
41218,0.11,0.39
41219,0.24,0.27
41220,0.07,0.18
41221,0.39,0.67
41222,0.01,0.88
41223,0.56,1.02
41224,0.1,0.56
41225,0.11,0.29
41226,0.45,0.72
41227,0.06,0.17
41228,0.0,0.32
41229,0.08,0.41
41230,0.09,0.67
41231,0.15,0.03
41232,0.03,0.21
41233,0.05,0.66
41234,0.06,0.14
41235,0.78,0.76
41236,0.05,0.21
41237,0.46,0.46
41238,0.64,0.85
41239,0.17,0.0
41240,0.05,0.14
41241,0.17,0.24
41242,0.0,0.35
41243,0.01,0.19
41244,0.16,0.28
41245,0.2,0.42
41246,0.15,0.34
41247,0.19,0.45
41248,0.75,0.96
41249,0.74,0.91
41250,0.12,0.56
41251,0.16,0.45
41252,0.23,1.07
41253,0.67,0.87
41254,0.12,0.07
41255,0.56,0.73
41256,0.06,0.7
41257,0.57,0.74
41258,0.15,0.24
41259,0.27,0.25
41260,0.24,1.04
41261,0.08,0.42
41262,0.39,0.35
41263,0.07,0.16
41264,0.59,0.78
41265,0.14,0.34
41266,0.05,0.0
41267,0.02,0.24
41268,0.24,0.25
41269,0.44,0.89
41270,0.18,0.31
41271,0.26,0.25
41272,0.15,0.11
41273,0.07,0.15
41274,0.39,0.56
41275,0.18,0.0
41276,0.18,0.42
41277,0.14,0.28
41278,0.04,0.28
41279,0.08,0.33
41280,0.35,0.23
41281,0.15,0.32
41282,0.03,0.33
41283,0.19,0.42
41284,0.19,0.38
41285,0.22,0.44
41286,0.01,0.05
41287,0.35,0.69
41288,0.04,0.27
41289,0.3,0.81
41290,0.45,0.59
41291,0.31,1.02
41292,0.09,0.41
41293,0.17,0.1
41294,0.25,0.59
41295,0.12,0.37
41296,0.17,0.08
41297,0.14,0.52
41298,0.21,0.47
41299,0.16,0.03
41300,0.11,0.36
41301,0.31,0.04
41302,0.16,0.01
41303,0.04,0.28
41304,0.59,0.57
41305,0.55,0.62
41306,0.16,0.75
41307,0.29,0.37
41308,0.13,0.35
41309,0.02,0.0
41310,0.37,0.8
41311,0.45,0.55
41312,0.22,0.4
41313,0.34,0.65
41314,0.49,0.74
41315,0.08,0.27
41316,0.01,0.17
41317,0.21,0.34
41318,0.16,1.07
41319,0.23,0.2
41320,0.23,0.21
41321,0.37,0.7
41322,0.15,0.9
41323,0.03,0.14
41324,0.27,0.58
41325,0.02,0.27
41326,0.15,0.48
41327,0.14,0.11
41328,0.15,0.15
41329,0.94,1.12
41330,0.22,0.38
41331,0.01,0.23
41332,0.09,0.76
41333,0.39,0.4
41334,0.07,0.92
41335,0.03,0.45
41336,0.07,0.02
41337,0.49,0.63
41338,0.06,0.24
41339,0.03,0.74
41340,0.63,0.81
41341,0.15,0.57
41342,0.27,0.6
41343,0.4,0.57
41344,0.53,0.68
41345,0.19,0.26
41346,0.08,0.12
41347,0.19,0.38
41348,0.23,0.39
41349,0.22,0.47
41350,0.37,0.91
41351,0.22,0.41
41352,0.45,0.62
41353,0.03,0.31
41354,0.23,0.3
41355,0.09,0.16
41356,0.0,0.91
41357,0.33,0.44
41358,0.19,0.45
41359,0.53,0.58
41360,0.29,0.41
41361,0.35,0.67
41362,0.06,0.35
41363,0.23,0.33
41364,0.15,0.27
41365,0.13,0.28
41366,0.14,0.36
41367,0.21,0.17
41368,0.05,0.7
41369,0.0,0.02
41370,0.03,0.17
41371,0.05,0.03
41372,0.2,0.64
41373,0.07,0.12
41374,0.13,0.08
41375,0.06,0.19
41376,0.26,0.61
41377,0.25,0.39
41378,0.44,0.48
41379,0.1,0.2
41380,0.02,0.69
41381,0.01,0.12
41382,0.29,0.37
41383,0.04,0.33
41384,0.15,0.07
41385,0.13,0.18
41386,0.03,0.26
41387,0.46,0.68
41388,0.06,0.73
41389,0.02,0.24
41390,0.06,0.71
41391,0.8,0.54
41392,0.18,0.32
41393,0.22,0.66
41394,0.07,0.05
41395,0.23,0.27
41396,0.09,0.31
41397,0.14,0.81
41398,0.57,0.64
41399,0.06,0.77
41400,0.38,0.59
41401,0.18,0.57
41402,0.32,0.45
41403,0.21,0.4
41404,0.1,1.19
41405,0.36,0.49
41406,0.26,0.8
41407,0.11,0.55
41408,0.12,0.51
41409,0.63,0.6
41410,0.39,0.59
41411,0.2,0.56
41412,0.14,0.42
41413,0.82,1.03
41414,0.0,0.44
41415,0.08,0.27
41416,0.19,0.31
41417,0.14,0.77
41418,0.14,0.17
41419,0.45,0.63
41420,0.01,0.51
41421,0.9,1.07
41422,0.13,0.25
41423,0.29,0.61
41424,0.03,0.44
41425,0.54,0.7
41426,0.03,0.17
41427,0.05,0.44
41428,0.07,0.9
41429,0.23,0.43
41430,0.03,0.38
41431,0.65,0.84
41432,0.06,0.25
41433,0.47,0.75
41434,0.26,0.12
41435,0.12,0.23
41436,0.49,0.75
41437,0.14,0.06
41438,0.05,0.11
41439,0.04,0.25
41440,0.06,0.15
41441,0.06,0.48
41442,0.33,0.74
41443,0.14,0.26
41444,0.55,0.99
41445,0.22,0.39
41446,0.14,0.46
41447,0.36,0.69
41448,0.03,0.13
41449,0.05,0.88
41450,0.33,0.47
41451,0.09,0.28
41452,0.0,0.61
41453,0.27,0.61
41454,0.64,0.91
41455,0.16,0.69
41456,0.55,0.77
41457,0.05,0.27
41458,0.19,0.44
41459,0.19,0.22
41460,0.2,0.61
41461,0.39,0.92
41462,0.4,0.44
41463,0.31,0.89
41464,0.1,0.16
41465,0.2,0.4
41466,0.11,0.51
41467,0.33,0.48
41468,0.03,0.62
41469,0.45,0.61
41470,0.04,0.35
41471,0.59,0.84
41472,0.35,0.7
41473,0.41,0.68
41474,0.41,0.72
41475,0.19,0.7
41476,0.1,0.32
41477,0.25,0.52
41478,0.14,0.25
41479,0.29,0.4
41480,0.3,0.44
41481,0.01,0.25
41482,0.0,0.22
41483,0.02,0.9
41484,0.07,0.1
41485,0.22,0.26
41486,0.06,0.19
41487,0.42,0.65
41488,0.18,0.29
41489,0.05,0.54
41490,0.1,0.71
41491,0.31,0.59
41492,0.24,0.42
41493,0.29,0.54
41494,0.12,0.72
41495,0.22,0.57
41496,0.05,0.55
41497,0.19,0.39
41498,0.19,0.28
41499,0.34,0.51
41500,0.18,0.34
41501,0.4,0.79
41502,0.07,0.34
41503,0.38,0.35
41504,0.13,0.74
41505,0.19,0.4
41506,0.38,0.07
41507,0.11,0.17
41508,0.21,0.43
